Campaign_Name,Channel,Spend,Impressions,Clicks,Conversions,Revenue,Start_Date,End_Date,Campaign_Type,Region
"Holloway, Thomas and Walker",Search Engine,2687.52,96499,4382,952,13106.13,2023-09-19,2024-06-24,Retargeting,South America
"Luna, Brown and Garza",Email,408.22,17111,3224,849,9431.95,2022-11-03,2023-09-25,Awareness,South America
Powers PLC,Search Engine,2797.0,115086,13790,2611,160933.08,2022-07-02,2022-08-02,Conversion,Asia
Kelly-Sanders,Social Media,1721.38,72439,6891,306,27590.46,2022-08-06,2023-05-04,Awareness,India
Hall PLC,TV,1906.7,97281,1132,24,1389.83,2021-12-14,2024-01-06,Conversion,Europe
Barrett Inc,TV,3579.09,192874,6924,540,34014.65,2024-01-30,2024-07-05,Awareness,India
Ortiz LLC,Social Media,1313.11,69280,3001,300,3755.32,2024-05-28,2024-12-13,Conversion,Asia
"Russell, May and Wood",Search Engine,1982.27,87129,8124,1295,51579.74,2024-04-26,2024-05-25,Retargeting,South America
Daniel-Long,Social Media,2355.98,137155,8975,842,72232.96,2024-10-23,2024-11-07,Retargeting,Europe
"Murray, Nguyen and Hoffman",Radio,4462.26,382972,10086,413,6649.27,2022-01-18,2024-09-16,Retargeting,Europe
"Robbins, Nelson and Martinez",Email,594.63,23368,2600,485,46510.39,2024-11-11,2024-12-03,Retargeting,India
Mcdaniel-Rivera,Radio,5141.17,520900,22936,1520,30532.82,2024-06-13,2024-07-11,Conversion,Asia
Davis-Morgan,Search Engine,1807.96,72349,7865,761,69865.74,2024-02-25,2024-05-23,Conversion,Asia
Smith-Avery,TV,1108.59,91657,2657,118,6832.68,2022-08-08,2024-01-17,Retargeting,India
Diaz Inc,Radio,1362.81,111837,4878,427,20073.07,2023-01-17,2024-09-04,Retargeting,South America
"Jacobs, Jensen and Porter",Radio,3493.14,222542,14700,851,28329.36,2022-10-30,2023-07-18,Awareness,India
"Ray, Miller and Holloway",Search Engine,1593.27,90813,8301,938,41354.39,2022-10-18,2024-01-20,Awareness,India
"Clark, Hamilton and Garcia",Email,701.31,28378,2094,325,22993.34,2024-08-23,2024-10-18,Conversion,Europe
Rush Ltd,Social Media,1804.45,116330,5185,337,27473.71,2024-06-07,2024-06-27,Retargeting,Europe
"Leonard, Thomas and Lopez",Search Engine,1300.95,81260,7967,1322,86816.21,2022-11-09,2024-01-21,Conversion,Europe
Ward-Hanna,TV,2377.43,211640,6199,233,13394.94,2022-04-29,2023-03-17,Conversion,North America
Garcia Inc,Email,567.28,28663,2642,452,53208.89,2024-08-16,2024-09-20,Retargeting,North America
Green-Burns,Search Engine,3891.28,191222,8210,1776,73015.57,2023-07-30,2024-10-26,Conversion,India
Camacho-Gaines,Radio,1598.83,141067,5614,287,26137.37,2022-06-20,2023-08-15,Conversion,South America
Brooks-Daniels,Email,803.56,52350,4182,848,50166.6,2022-08-12,2022-09-14,Retargeting,Europe
"Martinez, Jones and Marsh",Search Engine,1663.27,79372,5702,880,42470.97,2022-12-10,2023-12-24,Awareness,India
Guzman PLC,Social Media,1140.05,45453,3498,733,54823.16,2022-04-03,2024-07-04,Retargeting,India
Jackson-Jackson,Radio,2864.34,293101,10827,713,55789.02,2022-04-04,2023-06-15,Conversion,India
Johnson PLC,Social Media,10724.3,177705,13394,3202,74381.2,2023-11-29,2024-03-23,Awareness,Europe
Rangel-Grimes,TV,3942.87,258864,9686,304,14591.22,2023-09-18,2023-09-20,Retargeting,India
Barnes Group,Email,988.49,40057,3851,625,60626.05,2023-04-22,2024-09-12,Retargeting,North America
"Booth, Martin and Walker",Email,767.37,32686,3925,979,65966.7,2023-03-06,2023-09-24,Conversion,India
Hood-Shepard,TV,1507.35,81947,3762,106,7901.49,2022-07-19,2023-08-27,Awareness,Asia
Bauer-Oconnor,Email,743.09,24737,3385,308,16527.25,2024-09-07,2024-09-15,Awareness,South America
Rivera LLC,Search Engine,4300.12,187431,8488,979,45966.28,2023-01-21,2024-04-26,Awareness,India
Pratt-Thornton,Email,515.91,33583,2470,565,13317.4,2023-05-20,2024-03-17,Conversion,South America
Williams and Sons,Email,635.69,32066,4146,857,19913.67,2022-03-08,2024-09-03,Awareness,North America
Roberts PLC,Radio,3357.83,181579,5971,150,13524.68,2022-04-30,2022-06-23,Awareness,South America
Bell PLC,TV,2541.82,176091,9677,255,14283.8,2023-01-29,2024-03-15,Retargeting,Europe
Hernandez-Thompson,TV,4676.09,395258,5029,103,10331.88,2022-05-28,2024-06-11,Retargeting,South America
Dixon Inc,Social Media,1205.89,71105,8065,887,19860.49,2023-02-22,2024-01-22,Awareness,North America
Welch-Burton,TV,2450.21,218659,6564,502,40370.23,2023-12-18,2024-08-04,Retargeting,South America
"Ward, Hill and Haley",Radio,4062.49,452289,11729,502,46398.26,2022-09-14,2024-07-23,Conversion,Europe
Davis Group,TV,3360.8,208171,7272,533,26516.2,2021-12-14,2023-12-10,Retargeting,Europe
Rollins-Sullivan,Radio,4056.66,235440,4062,326,20394.48,2023-05-02,2024-09-13,Conversion,Europe
Tran and Sons,Email,857.71,43632,5068,1050,65164.17,2023-01-30,2024-10-13,Awareness,Asia
Mcclure-Mccormick,Email,318.72,10358,1147,177,10907.27,2023-11-18,2024-11-30,Retargeting,Europe
Blevins-Odonnell,Radio,1277.52,78253,1723,117,9679.73,2023-05-25,2024-07-17,Conversion,North America
Smith-Murillo,Social Media,1772.81,175630,8884,1339,35761.21,2023-09-22,2024-04-13,Awareness,South America
Macdonald-Pugh,Social Media,606.4,45655,3644,840,19628.08,2022-10-13,2024-12-08,Awareness,South America
"Edwards, Aguirre and Kim",Social Media,1085.66,64897,4414,404,23241.22,2022-04-02,2023-06-29,Retargeting,North America
Sullivan Inc,Radio,3846.54,319044,17488,896,77539.8,2023-03-31,2024-01-10,Retargeting,North America
"Wilson, Johnson and Morgan",TV,3871.48,205807,7378,608,31893.11,2024-08-23,2024-12-06,Awareness,North America
"Romero, Gonzalez and Hunt",TV,1822.79,140332,2161,139,10857.18,2024-10-31,2024-11-05,Retargeting,India
Hammond-Medina,Email,923.0,35254,2547,372,11197.2,2022-08-01,2024-09-19,Awareness,North America
"Bond, Jimenez and Harris",Email,595.42,17557,2306,596,12888.65,2023-07-02,2023-08-13,Awareness,Europe
"Stephens, Thompson and Evans",Search Engine,3548.77,267685,28058,5975,265970.27,2023-05-14,2023-05-29,Awareness,Europe
Henderson Inc,Email,263.34,12580,2512,489,31495.15,2022-07-23,2024-04-25,Awareness,Asia
Riley PLC,Search Engine,6298.02,113154,5714,1641,59885.82,2022-02-14,2024-09-17,Awareness,Europe
Long PLC,TV,4289.3,359786,16282,996,54820.5,2022-01-30,2024-11-15,Awareness,North America
James-Montgomery,TV,18881.02,429249,9438,388,2028.23,2023-08-28,2024-08-09,Awareness,South America
"Hernandez, James and Jones",Email,540.01,33124,1712,506,7008.54,2024-10-24,2024-11-09,Retargeting,India
Henry-Melendez,Social Media,1619.34,97524,8030,574,50879.71,2021-12-08,2024-12-04,Retargeting,Asia
Johns-Peterson,Search Engine,2288.32,100275,7580,1557,36598.69,2022-01-01,2022-09-22,Conversion,South America
Gonzalez-Valdez,Email,801.06,31517,2021,576,6835.01,2023-11-04,2024-01-21,Conversion,South America
Nash LLC,Social Media,2016.34,102897,6008,791,36656.16,2024-11-07,2024-11-20,Retargeting,India
Allen-Miller,Search Engine,9409.98,131506,6805,1741,45709.7,2023-10-29,2024-02-02,Retargeting,India
Shaw LLC,Radio,3343.36,321223,7031,286,20992.53,2022-01-26,2022-07-04,Awareness,Asia
Harris-Sosa,Email,784.39,35813,4130,428,28881.0,2022-05-14,2023-03-23,Retargeting,North America
"Hill, Lam and Ramirez",Email,827.75,29658,2622,443,29003.11,2022-08-14,2022-11-18,Conversion,India
Anderson-Merritt,Social Media,1191.38,60944,4959,396,38706.52,2022-06-20,2023-12-16,Conversion,Asia
"Thomas, Smith and Dixon",TV,1955.72,125870,5076,229,8657.51,2024-01-17,2024-05-07,Conversion,North America
Cohen Ltd,Social Media,1763.47,64346,3296,631,25741.13,2022-01-25,2024-03-19,Conversion,North America
Mayo-Williams,Search Engine,1927.3,130305,11559,1701,96108.56,2023-11-11,2024-06-19,Awareness,Asia
Perez and Sons,Search Engine,3503.45,250036,17005,4036,52681.14,2022-02-05,2024-08-13,Conversion,South America
Mendoza Inc,Social Media,1324.63,95546,7741,625,12103.76,2023-03-26,2023-09-07,Conversion,Europe
Garner Inc,Search Engine,2553.72,144798,13410,1864,34125.97,2023-03-24,2023-08-04,Retargeting,Europe
Nguyen LLC,Email,1370.87,25103,1594,260,2199.5,2023-08-18,2024-08-26,Conversion,South America
"Edwards, Le and Davis",Radio,4755.93,225728,12900,1089,32459.39,2023-05-26,2024-01-23,Retargeting,South America
"Friedman, Ayers and Brown",Radio,4129.15,207771,10651,743,83965.38,2022-05-23,2023-12-16,Awareness,South America
"Odonnell, Diaz and Brown",Radio,4330.48,295620,11997,409,33121.39,2022-05-10,2022-09-01,Awareness,North America
Bray-Chung,Social Media,2031.27,85772,4704,848,42395.33,2023-08-28,2024-10-19,Conversion,Europe
Jensen Group,TV,1560.22,123423,1172,130,6717.44,2023-02-16,2024-06-08,Retargeting,South America
"Robinson, Bishop and Davis",Search Engine,2386.66,116543,6799,1180,42068.51,2023-06-29,2024-10-23,Conversion,Asia
"Garcia, Butler and Moore",Radio,1958.22,137822,3609,132,3731.09,2024-09-28,2024-11-09,Retargeting,Asia
Beasley LLC,TV,4176.62,312339,5169,393,10768.79,2024-09-24,2024-11-03,Awareness,South America
"Barry, Davis and Wood",TV,3157.98,240567,11824,1040,104599.22,2024-05-26,2024-06-30,Awareness,India
Garcia Inc,Social Media,2700.63,152516,10978,2043,180721.14,2024-06-05,2024-11-07,Awareness,India
"Sanders, Leonard and Hernandez",Radio,4535.89,414695,19496,549,29712.17,2022-12-29,2024-01-22,Retargeting,South America
Davenport-Orozco,Email,584.04,27543,4074,846,95124.36,2022-01-27,2023-12-08,Retargeting,Asia
Garcia and Sons,Social Media,2625.47,141953,9038,605,47746.65,2023-07-29,2024-03-03,Awareness,India
Bass Inc,TV,3416.1,181935,3299,207,8579.52,2022-03-14,2023-09-28,Conversion,Europe
Sanchez Group,Social Media,669.11,45965,3090,323,6352.9,2022-05-06,2022-06-29,Retargeting,North America
"Parks, Webster and Hickman",Email,301.23,13520,621,131,14502.7,2023-06-30,2024-08-14,Awareness,India
"Davidson, Mcmillan and Bruce",Radio,1986.64,174841,5726,555,42261.0,2022-10-07,2023-01-25,Retargeting,North America
"Mcgrath, Hopkins and Sanders",Radio,1694.62,145329,1401,40,436.59,2022-03-24,2023-02-14,Awareness,North America
Padilla Ltd,Search Engine,3451.58,135823,10873,1064,34929.21,2022-02-23,2024-03-21,Awareness,Europe
Salazar-Taylor,TV,4587.3,480479,12031,571,13486.74,2022-07-22,2024-06-22,Conversion,South America
"Vasquez, Butler and Haney",Search Engine,2039.62,136838,8023,1521,91320.34,2024-04-21,2024-04-25,Awareness,North America
Kim-Ortega,Search Engine,2902.57,154079,16606,2414,24111.86,2024-05-05,2024-05-17,Retargeting,India
Sparks-Perez,Social Media,687.72,49518,5104,659,69181.33,2024-09-16,2024-11-07,Awareness,South America
Mcintosh PLC,TV,2120.91,159239,3506,348,6788.34,2024-10-14,2024-12-01,Conversion,South America
"Thomas, Howard and Peterson",TV,1810.42,151427,1784,72,7351.74,2023-08-12,2024-06-27,Awareness,India
Bowman and Sons,TV,1753.69,84595,5324,180,12937.04,2024-06-04,2024-08-14,Awareness,Europe
"Price, Johnson and Meyer",Email,780.61,39470,4589,1471,140752.02,2024-11-08,2024-12-05,Retargeting,North America
Hoffman-Lopez,Social Media,1169.57,57850,3604,582,9493.97,2024-09-22,2024-10-18,Awareness,South America
"Harrington, Smith and Williams",Social Media,2283.51,168844,15091,1590,52880.84,2024-04-03,2024-08-13,Conversion,Asia
"Jordan, Lynch and Gutierrez",Radio,7829.26,397770,17605,1287,43302.93,2023-01-07,2023-06-21,Conversion,South America
Cooper-Henson,Radio,2212.23,119055,3690,405,20235.51,2022-11-29,2024-05-23,Conversion,Europe
Holmes Group,Social Media,5280.74,106329,11070,1039,40238.69,2022-03-21,2024-01-02,Conversion,North America
"Burns, Diaz and Oconnor",Social Media,2188.83,162074,5002,295,15907.35,2023-10-28,2024-10-24,Awareness,India
Barr-Taylor,Social Media,850.93,46292,5237,592,48951.76,2022-11-03,2023-01-03,Awareness,North America
"Barron, Santiago and Mcpherson",Radio,2921.44,218721,6348,267,13828.3,2022-05-12,2022-12-09,Retargeting,South America
"Reynolds, Spears and Mcgee",Social Media,10376.26,113753,10053,581,8773.88,2022-07-07,2024-08-08,Retargeting,North America
Hoffman-Brown,Radio,1233.35,56605,1717,73,6680.54,2022-07-21,2023-07-22,Retargeting,Asia
"Foster, Adams and Burton",Search Engine,2331.37,110884,8135,828,57958.53,2022-07-05,2023-04-24,Conversion,Europe
"Parker, Price and Rhodes",Email,539.39,24591,2690,703,9512.44,2022-04-16,2023-05-23,Conversion,India
Hill and Sons,Email,703.05,46400,2238,605,46696.44,2023-08-26,2024-05-14,Retargeting,India
"Patterson, Burton and Rodriguez",Social Media,1305.93,80510,4333,498,4352.94,2024-07-13,2024-11-30,Awareness,India
Compton Inc,Search Engine,3153.03,166544,18830,4422,144425.97,2022-07-19,2022-08-07,Awareness,South America
Lopez-Jones,Email,207.9,9898,829,103,6314.35,2023-05-29,2024-11-09,Conversion,South America
Hinton PLC,Search Engine,1513.17,81885,3696,598,38118.42,2022-12-04,2024-08-25,Conversion,India
Moore-Collins,TV,3626.87,384475,4387,466,12910.14,2023-02-01,2023-12-16,Conversion,Europe
Sandoval LLC,Social Media,6114.05,90222,6423,1288,7731.82,2022-03-10,2022-09-01,Awareness,India
"Williams, Lambert and Douglas",Email,394.46,12283,1891,410,31542.17,2023-12-16,2024-03-31,Awareness,Asia
Reynolds Ltd,Social Media,3085.4,125391,9923,965,14916.01,2022-02-02,2022-12-16,Awareness,Europe
Graham Group,TV,2972.09,248395,11449,1096,19637.34,2024-11-15,2024-12-19,Retargeting,South America
Sampson Ltd,Search Engine,3461.2,309894,24776,3581,264025.32,2023-10-11,2023-10-18,Awareness,South America
"Hendricks, French and Watson",Radio,2051.71,159918,2782,261,20716.55,2022-09-07,2024-01-09,Retargeting,South America
Vasquez-Osborn,Email,218.84,8528,886,248,16152.64,2022-12-22,2024-02-29,Retargeting,South America
"Walker, Haynes and Moreno",Email,315.72,10400,806,146,1428.91,2024-07-08,2024-07-31,Awareness,South America
Perry-Grimes,Search Engine,3351.77,128153,16956,4079,152167.21,2024-05-06,2024-08-04,Conversion,North America
Allen-Harris,Search Engine,12819.26,256769,21580,2232,8504.18,2023-06-08,2024-06-20,Awareness,South America
"Aguilar, Roberts and Hall",Social Media,1777.41,88183,6386,1079,70095.21,2021-11-29,2023-09-04,Retargeting,Europe
Lawrence PLC,Social Media,2088.74,100156,6985,949,54341.34,2022-03-10,2023-06-25,Awareness,South America
"Duncan, Carney and Foley",TV,4065.23,184587,5313,270,20678.03,2023-01-03,2023-01-16,Retargeting,Asia
Stout-Rojas,Social Media,2691.24,139600,8735,1349,56151.61,2022-11-16,2023-06-04,Awareness,India
Wall-Arnold,Social Media,1815.96,141958,6491,922,17763.54,2022-12-31,2024-04-05,Conversion,India
"Adkins, Hoover and Arias",Email,305.4,15684,1518,426,14484.84,2022-06-15,2023-03-04,Conversion,Europe
Ramos PLC,Radio,2979.28,242780,5236,388,6710.51,2023-06-21,2023-12-06,Awareness,India
"Chan, Espinoza and Young",Search Engine,3033.23,164203,12068,1423,69571.82,2022-01-07,2024-05-13,Conversion,Europe
Green LLC,Radio,4416.11,502729,11659,527,34063.25,2022-07-16,2024-10-01,Awareness,India
Jones LLC,Social Media,2444.18,114478,4451,836,59248.5,2023-04-13,2023-08-11,Awareness,Asia
Turner LLC,TV,3920.14,241282,9900,461,17189.13,2023-04-17,2023-05-06,Awareness,South America
Mcgee LLC,Search Engine,1254.11,59362,3109,552,53664.99,2023-03-10,2023-05-22,Retargeting,Europe
Gutierrez-West,Radio,3496.38,207155,5629,282,17512.35,2023-03-11,2023-05-18,Conversion,Asia
Hernandez Inc,Search Engine,2291.23,113555,11143,1443,73796.87,2022-07-23,2023-04-19,Retargeting,North America
"Patterson, Colon and Smith",Search Engine,1092.4,71408,7664,1767,83934.75,2022-10-04,2023-04-26,Awareness,Asia
Johnson-Ellis,Social Media,1499.98,90922,7047,444,32335.59,2021-12-22,2023-07-29,Retargeting,South America
Brewer-Wilson,Social Media,1141.18,59418,4887,565,45123.89,2022-11-20,2023-08-11,Conversion,South America
"Bishop, Schaefer and May",Radio,3141.42,331518,8159,619,44843.81,2022-04-20,2023-12-30,Retargeting,South America
Page-Salinas,Radio,4452.05,413859,13536,864,55341.64,2022-03-28,2024-12-01,Awareness,Europe
"Webb, Anderson and Lopez",Search Engine,3168.25,159656,9575,2124,94146.02,2024-05-31,2024-08-16,Retargeting,India
Mcdaniel PLC,Search Engine,2033.53,115572,13061,1299,48863.61,2023-03-09,2023-06-02,Retargeting,North America
"Galloway, Lopez and Glass",TV,3368.46,226056,2580,95,4118.16,2024-01-01,2024-03-20,Awareness,Asia
Evans Inc,Email,222.41,9591,445,145,2241.33,2023-05-29,2024-03-13,Awareness,Asia
Haas Inc,Social Media,697.81,59548,1911,400,21666.64,2022-11-11,2023-01-14,Retargeting,Europe
"Smith, Macdonald and Peterson",Email,1912.46,28137,4028,864,29155.06,2024-10-23,2024-12-13,Retargeting,North America
"Baker, Mccoy and Brown",Email,513.27,28031,2560,612,15258.42,2023-02-28,2023-03-04,Retargeting,South America
Smith-Mitchell,TV,1402.39,121238,3359,79,7236.33,2022-04-30,2024-10-15,Conversion,South America
Ramos-Parsons,TV,1783.76,158243,6879,386,11104.07,2022-08-21,2024-07-10,Conversion,Asia
Mendez Ltd,Search Engine,3199.8,254103,21930,2527,179924.21,2024-09-01,2024-09-15,Awareness,Asia
Baker-Avila,Email,3820.3,40564,3739,400,6044.05,2021-11-29,2022-02-08,Awareness,India
"Larson, Pena and Cook",Social Media,2388.38,134007,10231,2025,106151.56,2024-09-17,2024-11-06,Retargeting,Asia
Elliott-Walls,Email,851.8,51034,3811,726,38989.22,2023-10-22,2024-10-12,Conversion,South America
"Bryant, Bradley and Nixon",Social Media,1362.63,83837,4499,694,56593.88,2023-10-12,2023-11-14,Awareness,India
Watkins-Figueroa,Social Media,892.22,66883,6393,876,53672.08,2022-11-17,2024-02-03,Retargeting,India
Gonzalez PLC,Search Engine,985.83,47347,3647,417,19467.71,2022-11-17,2023-02-22,Retargeting,Asia
"Armstrong, Wade and Brown",TV,1682.72,162204,1705,47,750.77,2024-05-09,2024-12-20,Conversion,North America
Rivas-Miller,Social Media,3049.6,115431,13230,1819,149867.2,2024-04-04,2024-09-20,Conversion,Asia
Watkins-Mitchell,Radio,4541.4,194828,3679,224,3704.92,2022-12-08,2024-01-18,Retargeting,Asia
"Hardin, Tate and Spencer",Social Media,1033.12,67398,6853,772,42527.31,2022-11-21,2023-04-05,Awareness,India
Herrera PLC,Social Media,2574.38,210071,6350,451,36964.73,2023-01-29,2023-09-28,Awareness,India
"Myers, Kirby and Willis",TV,3204.04,256971,4240,327,35682.12,2024-09-25,2024-12-17,Awareness,Asia
Velez Ltd,Search Engine,10482.15,141674,8183,2160,7060.54,2023-12-19,2024-03-05,Conversion,Asia
Brown Ltd,Radio,1366.45,117883,5820,589,56742.96,2023-04-14,2024-07-22,Awareness,Europe
Gardner-Waller,Radio,4601.79,388529,6626,337,34874.25,2024-03-09,2024-04-10,Retargeting,India
Sweeney PLC,Radio,3907.67,219779,3714,175,12884.27,2023-08-08,2024-06-21,Conversion,North America
Gonzalez-Middleton,Search Engine,1046.71,60604,3658,399,39332.87,2023-09-12,2024-10-07,Conversion,North America
Kelly and Sons,Social Media,9916.5,100110,10876,2049,13600.6,2023-08-31,2024-10-18,Conversion,India
Rowe LLC,TV,2670.92,192118,6617,292,20702.19,2024-05-11,2024-12-20,Awareness,Asia
"Sharp, Golden and Rivera",Radio,4698.23,480099,16132,1024,74363.5,2022-05-23,2023-01-01,Retargeting,North America
"Fernandez, Nixon and Hansen",Search Engine,8724.29,158007,15734,4234,24986.49,2022-12-13,2024-09-22,Conversion,Europe
Ortiz Inc,TV,3627.77,364432,13480,399,44136.17,2022-12-09,2024-05-20,Conversion,Europe
Jones Ltd,Email,893.74,21545,3466,533,17337.21,2023-07-02,2023-10-17,Awareness,Asia
Perez LLC,Social Media,1768.04,108499,4580,453,7096.87,2024-02-13,2024-10-14,Retargeting,India
"Austin, White and Mills",Search Engine,1627.92,105835,5816,463,7289.22,2022-10-24,2023-08-10,Retargeting,South America
"Henderson, Wilson and Snyder",Search Engine,1872.48,88792,9817,1317,115167.54,2023-10-13,2024-02-08,Retargeting,Europe
Patel Ltd,Search Engine,3231.29,152727,21188,3938,362374.01,2023-06-04,2023-06-08,Conversion,India
Hill Inc,Radio,7176.74,131070,4148,265,1967.42,2022-07-20,2023-09-24,Conversion,South America
"Reynolds, Collins and Manning",Radio,1802.88,151190,2511,157,14346.82,2024-08-22,2024-10-12,Awareness,India
"Anderson, Hunter and Davies",Social Media,1765.64,128093,14023,1136,82303.79,2023-08-26,2024-11-15,Conversion,Europe
Beltran LLC,Search Engine,3184.76,213913,9629,2092,195799.24,2023-05-27,2024-03-10,Retargeting,North America
Richmond Ltd,Radio,1871.64,133792,4367,289,10400.05,2021-11-24,2022-02-15,Conversion,North America
"Vega, Williams and Hansen",TV,3536.15,246427,5557,353,26397.26,2023-02-11,2024-12-15,Retargeting,India
Henry Inc,Search Engine,2103.86,126085,4787,1255,76594.38,2022-07-04,2023-03-29,Conversion,North America
"Reynolds, Smith and Rush",Search Engine,1338.66,62976,6575,1356,42458.37,2023-10-28,2024-09-02,Retargeting,South America
"Berry, Zhang and Gray",Radio,1990.06,140303,6451,357,7693.81,2023-12-19,2024-02-12,Retargeting,India
"Todd, Smith and Johnson",Social Media,1174.98,73166,7408,749,40380.14,2021-12-27,2024-05-06,Retargeting,South America
"Allen, Monroe and Galloway",Search Engine,3856.36,249851,12349,1399,106242.69,2023-08-31,2024-04-11,Conversion,India
"Koch, Jimenez and Rosario",Social Media,1880.19,94153,5863,697,70045.41,2024-02-05,2024-04-14,Conversion,South America
Bradley and Sons,TV,4973.09,369191,12754,284,21170.35,2022-09-07,2024-02-10,Retargeting,South America
Williams-Keller,Radio,1140.98,100328,3218,128,2948.62,2024-09-12,2024-12-14,Retargeting,Asia
Riley-Ramirez,Email,894.5,40367,4145,910,33659.78,2024-08-18,2024-11-29,Retargeting,Asia
Ortega Ltd,Radio,4286.8,360290,10259,853,39431.89,2022-11-13,2024-04-20,Retargeting,India
"Scott, Alexander and Butler",Email,626.02,30230,2422,301,22060.39,2024-02-09,2024-11-26,Retargeting,North America
"Vargas, Neal and Braun",Social Media,2088.18,115990,6363,1241,102496.53,2024-04-07,2024-06-05,Awareness,Europe
Jacobs Ltd,Email,804.46,35342,4492,1444,75354.45,2022-02-02,2024-06-21,Retargeting,South America
White-Acosta,TV,2787.16,228849,8640,675,33263.23,2023-06-13,2024-10-27,Awareness,Asia
"Fitzgerald, Knight and Coleman",Search Engine,3502.15,196153,12598,2426,229341.66,2023-10-04,2024-03-17,Conversion,South America
Jenkins-Rios,Radio,1589.12,173102,2141,209,8666.54,2024-09-05,2024-09-23,Conversion,North America
Ferrell Group,Search Engine,2914.92,183267,19130,4248,53364.6,2024-04-11,2024-06-26,Conversion,Europe
"Morales, Hernandez and Mendez",TV,5180.15,389722,11823,900,33947.76,2022-06-03,2023-03-05,Conversion,Asia
Knox Inc,Search Engine,2570.38,124499,10584,1606,162397.34,2024-09-29,2024-11-06,Retargeting,North America
Dixon-Gregory,Radio,2609.69,186241,7836,251,17433.34,2024-10-05,2024-10-31,Retargeting,South America
Sanchez Group,Radio,6407.52,131335,5661,509,9762.7,2023-01-12,2023-01-22,Awareness,India
Wright-Short,Search Engine,1789.06,135518,4038,942,50384.92,2024-04-25,2024-10-02,Retargeting,North America
Kennedy Ltd,Email,630.77,33022,2594,684,49797.62,2023-02-08,2024-06-18,Retargeting,North America
Davis-Griffin,Email,1027.94,47125,5829,1036,13333.31,2022-08-24,2024-03-27,Retargeting,South America
"Hudson, Berry and Campbell",Email,374.15,17459,1771,188,9354.68,2023-08-24,2024-01-16,Conversion,North America
"Barron, Rodriguez and Foster",Email,705.83,43989,1820,509,29249.54,2023-02-14,2023-11-17,Conversion,India
"Gutierrez, Hudson and Martinez",TV,1703.11,144327,7523,560,49042.75,2023-03-11,2023-07-08,Awareness,Asia
Ayala Ltd,Search Engine,1208.47,55046,3190,567,60203.6,2023-02-07,2023-11-24,Retargeting,Asia
"Keller, Ayala and Guzman",Social Media,2734.41,133824,10665,1621,93711.68,2022-07-13,2023-12-29,Retargeting,Asia
Stevens Inc,Social Media,3018.59,129360,5814,809,45952.31,2024-07-11,2024-08-22,Retargeting,Europe
White Inc,Email,367.31,11722,1359,225,6841.97,2024-02-04,2024-06-03,Retargeting,North America
"Harris, Hill and Martin",Search Engine,3593.21,247684,12954,1717,187774.89,2023-07-15,2023-12-03,Conversion,North America
Schwartz Ltd,Search Engine,4181.96,197317,22491,2490,177785.98,2024-07-08,2024-12-11,Awareness,Europe
"Huffman, Nelson and Hester",Radio,1475.68,108955,2786,263,12606.09,2022-05-31,2023-02-05,Awareness,Asia
Murray Group,TV,4755.45,393638,7160,688,15208.53,2024-05-22,2024-11-25,Retargeting,South America
Escobar-Nixon,Email,661.3,26780,1307,371,19761.23,2022-01-28,2023-11-15,Conversion,Asia
Rogers Ltd,Radio,2273.39,154238,3553,209,6828.7,2023-10-15,2024-03-18,Conversion,Europe
Thomas PLC,TV,1466.75,110651,3205,137,2251.07,2021-12-10,2024-05-01,Retargeting,Europe
"Reeves, Buck and Johnson",Email,281.2,9809,1281,280,6617.75,2021-11-29,2023-08-29,Awareness,Europe
"Griffin, Walker and Evans",Radio,4284.06,352163,3572,266,22296.17,2022-10-28,2023-06-30,Conversion,Europe
"Dennis, Stewart and Brown",Social Media,1288.03,100868,8765,1529,130349.4,2022-12-28,2024-06-12,Awareness,South America
White Ltd,Email,532.05,29888,2127,317,10365.12,2023-05-07,2023-12-11,Awareness,Europe
"Hampton, Pham and Burns",TV,3159.93,231001,9882,258,16494.64,2021-12-01,2023-05-31,Retargeting,Europe
Brown PLC,TV,1377.86,115937,2895,180,14870.62,2022-09-13,2023-03-06,Conversion,South America
Adams Inc,Email,428.84,17227,1747,461,33771.49,2023-07-06,2024-12-06,Awareness,Asia
Blake Ltd,Search Engine,5117.36,100011,4883,442,6215.27,2022-11-27,2024-08-01,Awareness,South America
"Tran, Mathis and Martinez",Search Engine,1217.01,72464,7329,1219,73318.83,2024-07-29,2024-11-09,Retargeting,North America
Harper LLC,Social Media,1994.62,101609,5800,683,67761.84,2022-06-23,2023-07-23,Retargeting,South America
Ali and Sons,Search Engine,1266.34,73675,6147,1258,51675.07,2022-05-12,2022-05-24,Awareness,North America
Holmes-Lee,Email,899.15,21569,2866,755,10625.49,2023-03-08,2024-03-20,Awareness,Europe
Gonzales-Ross,Radio,2988.26,216941,3389,435,23813.87,2023-03-05,2024-11-08,Retargeting,India
Mitchell-Clark,Social Media,2661.29,139457,12148,1604,81751.35,2022-07-18,2023-01-28,Awareness,North America
"Scott, Lang and Chambers",Email,570.39,23330,2390,467,17501.39,2024-09-22,2024-11-20,Retargeting,South America
"Hall, Jones and Wu",Radio,2855.27,218930,9318,602,50742.96,2024-01-08,2024-01-28,Retargeting,North America
"Coleman, Williams and Young",Radio,3471.78,338184,2922,212,12766.04,2022-02-22,2023-08-27,Awareness,Asia
